Gm#,Date,Season,Attendance
838,'30-May-21',2021,29019
839,'31-May-21',2021,28543
840,'1-Jun-21',2021,23449
841,'2-Jun-21',2021,22664
842,'3-Jun-21',2021,24853
843,'15-Jun-21',2021,26379
844,'16-Jun-21',2021,22735
845,'17-Jun-21',2021,21795
846,'18-Jun-21',2021,30898
847,'19-Jun-21',2021,35210
848,'20-Jun-21',2021,39821
849,'28-Jun-21',2021,24419
850,'29-Jun-21',2021,30346
851,'30-Jun-21',2021,28124
852,'6-Jul-21',2021,26353
853,'7-Jul-21',2021,21150
854,'8-Jul-21',2021,29243
855,'9-Jul-21',2021,40857
856,'10-Jul-21',2021,41259
857,'11-Jul-21',2021,37928
858,'19-Jul-21',2021,21963
859,'20-Jul-21',2021,26586
860,'21-Jul-21',2021,21712
861,'23-Jul-21',2021,38853
862,'24-Jul-21',2021,37050
863,'25-Jul-21',2021,35627
864,'5-Aug-21',2021,26208
865,'6-Aug-21',2021,29631
866,'7-Aug-21',2021,29647
867,'8-Aug-21',2021,26825
868,'10-Aug-21',2021,28931
869,'11-Aug-21',2021,22200
870,'20-Aug-21',2021,26899
871,'21-Aug-21',2021,29908
872,'22-Aug-21',2021,27526
873,'23-Aug-21',2021,18742
874,'24-Aug-21',2021,22964
875,'25-Aug-21',2021,21052
876,'6-Sep-21',2021,25802
877,'7-Sep-21',2021,20353
878,'8-Sep-21',2021,19089
879,'10-Sep-21',2021,28740
880,'11-Sep-21',2021,31547
881,'12-Sep-21',2021,28763
882,'17-Sep-21',2021,22595
883,'18-Sep-21',2021,25314
884,'19-Sep-21',2021,23888
885,'28-Sep-21',2021,32297
886,'29-Sep-21',2021,28321
887,'30-Sep-21',2021,31608
888,'1-Oct-21',2021,26762
889,'2-Oct-21',2021,29208
890,'3-Oct-21',2021,29752
891,'1-Apr-21',2021,9155
892,'3-Apr-21',2021,8889
893,'4-Apr-21',2021,8869
894,'12-Apr-21',2021,6962
895,'13-Apr-21',2021,6404
896,'14-Apr-21',2021,6814
897,'15-Apr-21',2021,6266
898,'17-Apr-21',2021,9048
899,'17-Apr-21',2021,8950
900,'18-Apr-21',2021,9042
901,'19-Apr-21',2021,5589
902,'20-Apr-21',2021,4481
903,'21-Apr-21',2021,5053
904,'3-May-21',2021,6919
905,'4-May-21',2021,5997
906,'5-May-21',2021,9640
907,'6-May-21',2021,9259
908,'7-May-21',2021,16011
909,'8-May-21',2021,15895
910,'9-May-21',2021,12102
911,'18-May-21',2021,9298
912,'19-May-21',2021,8950
913,'21-May-21',2021,17080
914,'22-May-21',2021,14226
915,'23-May-21',2021,15540
916,'31-May-21',2021,12604
917,'1-Jun-21',2021,10333
918,'3-Jun-21',2021,11072
919,'4-Jun-21',2021,22612
920,'5-Jun-21',2021,21574
921,'6-Jun-21',2021,14046
922,'14-Jun-21',2021,11910
923,'15-Jun-21',2021,15947
924,'16-Jun-21',2021,11327
925,'18-Jun-21',2021,29870
926,'19-Jun-21',2021,24568
927,'20-Jun-21',2021,20726
928,'2-Jul-21',2021,31824
929,'3-Jul-21',2021,16133
930,'4-Jul-21',2021,15350
931,'5-Jul-21',2021,14709
932,'6-Jul-21',2021,14491
933,'7-Jul-21',2021,11457
934,'16-Jul-21',2021,23763
935,'17-Jul-21',2021,27292
936,'18-Jul-21',2021,13706
937,'23-Jul-21',2021,24912
938,'24-Jul-21',2021,24616
939,'25-Jul-21',2021,12703
940,'26-Jul-21',2021,12384
941,'27-Jul-21',2021,14298
942,'28-Jul-21',2021,13626
943,'29-Jul-21',2021,11210
944,'9-Aug-21',2021,18477
945,'10-Aug-21',2021,18218
946,'11-Aug-21',2021,13748
947,'13-Aug-21',2021,30620
948,'14-Aug-21',2021,35784
949,'15-Aug-21',2021,18317
950,'16-Aug-21',2021,10228
951,'17-Aug-21',2021,9748
952,'18-Aug-21',2021,12278
953,'19-Aug-21',2021,9884
954,'31-Aug-21',2021,11542
955,'1-Sep-21',2021,10516
956,'2-Sep-21',2021,10042
957,'3-Sep-21',2021,14210
958,'4-Sep-21',2021,18800
959,'5-Sep-21',2021,19696
960,'14-Sep-21',2021,10254
961,'15-Sep-21',2021,11056
962,'16-Sep-21',2021,11729
963,'17-Sep-21',2021,14904
964,'18-Sep-21',2021,20085
965,'19-Sep-21',2021,16872
966,'28-Sep-21',2021,11670
967,'29-Sep-21',2021,10373
968,'30-Sep-21',2021,11288
969,'1-Oct-21',2021,14293
970,'2-Oct-21',2021,22321
971,'3-Oct-21',2021,17158
972,'1-Apr-21',2021,13207
973,'2-Apr-21',2021,12763
974,'3-Apr-21',2021,12043
975,'4-Apr-21',2021,12396
976,'5-Apr-21',2021,13447
977,'6-Apr-21',2021,11122
978,'16-Apr-21',2021,13428
979,'19-Apr-21',2021,11396
980,'20-Apr-21',2021,12544
981,'21-Apr-21',2021,9207
982,'3-May-21',2021,10641
983,'4-May-21',2021,8152
984,'5-May-21',2021,9169
985,'6-May-21',2021,8840
986,'7-May-21',2021,15316
987,'8-May-21',2021,15274
988,'9-May-21',2021,15294
989,'17-May-21',2021,9527
990,'18-May-21',2021,9491
991,'19-May-21',2021,10378
992,'20-May-21',2021,9920
993,'20-May-21',2021,9820
994,'21-May-21',2021,14624
995,'22-May-21',2021,15151
996,'23-May-21',2021,15154
997,'25-May-21',2021,10987
998,'26-May-21',2021,8547
999,'3-Jun-21',2021,9714
1000,'4-Jun-21',2021,15141
1001,'5-Jun-21',2021,15071
1002,'6-Jun-21',2021,12833
1003,'7-Jun-21',2021,9481
1004,'8-Jun-21',2021,9387
1005,'9-Jun-21',2021,10474
1006,'17-Jun-21',2021,30709
1007,'18-Jun-21',2021,22734
1008,'19-Jun-21',2021,23175
1009,'20-Jun-21',2021,21626
1010,'22-Jun-21',2021,28354
1011,'23-Jun-21',2021,20620
1012,'2-Jul-21',2021,23561
1013,'3-Jul-21',2021,28160
1014,'4-Jul-21',2021,18955
1015,'5-Jul-21',2021,38201
1016,'6-Jul-21',2021,28689
1017,'7-Jul-21',2021,20001
1018,'16-Jul-21',2021,40880
1019,'17-Jul-21',2021,28927
1020,'18-Jul-21',2021,23434
1021,'26-Jul-21',2021,22751
1022,'27-Jul-21',2021,16115
1023,'28-Jul-21',2021,16365
1024,'29-Jul-21',2021,18631
1025,'30-Jul-21',2021,28861
1026,'31-Jul-21',2021,23207
1027,'1-Aug-21',2021,21597
1028,'10-Aug-21',2021,3656
1029,'10-Aug-21',2021,14443
1030,'11-Aug-21',2021,22620
1031,'12-Aug-21',2021,19590
1032,'13-Aug-21',2021,23981
1033,'14-Aug-21',2021,27121
1034,'15-Aug-21',2021,19281
1035,'27-Aug-21',2021,25376
1036,'28-Aug-21',2021,36176
1037,'30-Aug-21',2021,29436
1038,'31-Aug-21',2021,34813
1039,'1-Sep-21',2021,28753
1040,'3-Sep-21',2021,19074
1041,'4-Sep-21',2021,22697
1042,'5-Sep-21',2021,18492
1043,'6-Sep-21',2021,16241
1044,'17-Sep-21',2021,18918
1045,'18-Sep-21',2021,27150
1046,'19-Sep-21',2021,22456
1047,'20-Sep-21',2021,16070
1048,'21-Sep-21',2021,18332
1049,'22-Sep-21',2021,14863
1050,'23-Sep-21',2021,19829
1051,'24-Sep-21',2021,18551
1052,'25-Sep-21',2021,30221
1053,'26-Sep-21',2021,22057
1054,'1-Apr-21',2021,13207
1055,'2-Apr-21',2021,12763
1056,'3-Apr-21',2021,12043
1057,'4-Apr-21',2021,12396
1058,'5-Apr-21',2021,13447
1059,'6-Apr-21',2021,11122
1060,'16-Apr-21',2021,13428
1061,'19-Apr-21',2021,11396
1062,'20-Apr-21',2021,12544
1063,'21-Apr-21',2021,9207
1064,'3-May-21',2021,10641
1065,'4-May-21',2021,8152
1066,'5-May-21',2021,9169
1067,'6-May-21',2021,8840
1068,'7-May-21',2021,15316
1069,'8-May-21',2021,15274
1070,'9-May-21',2021,15294
1071,'17-May-21',2021,9527
1072,'18-May-21',2021,9491
1073,'19-May-21',2021,10378
1074,'20-May-21',2021,9920
1075,'20-May-21',2021,9820
1076,'21-May-21',2021,14624
1077,'22-May-21',2021,15151
1078,'23-May-21',2021,15154
1079,'25-May-21',2021,10987
1080,'26-May-21',2021,8547
1081,'3-Jun-21',2021,9714
1082,'4-Jun-21',2021,15141
1083,'5-Jun-21',2021,15071
1084,'6-Jun-21',2021,12833
1085,'7-Jun-21',2021,9481
1086,'8-Jun-21',2021,9387
1087,'9-Jun-21',2021,10474
1088,'17-Jun-21',2021,30709
1089,'18-Jun-21',2021,22734
1090,'19-Jun-21',2021,23175
1091,'20-Jun-21',2021,21626
1092,'22-Jun-21',2021,28354
1093,'23-Jun-21',2021,20620
1094,'2-Jul-21',2021,23561
1095,'3-Jul-21',2021,28160
1096,'4-Jul-21',2021,18955
1097,'5-Jul-21',2021,38201
1098,'6-Jul-21',2021,28689
1099,'7-Jul-21',2021,20001
1100,'16-Jul-21',2021,40880
1101,'17-Jul-21',2021,28927
1102,'18-Jul-21',2021,23434
1103,'26-Jul-21',2021,22751
1104,'27-Jul-21',2021,16115
1105,'28-Jul-21',2021,16365
1106,'29-Jul-21',2021,18631
1107,'30-Jul-21',2021,28861
1108,'31-Jul-21',2021,23207
1109,'1-Aug-21',2021,21597
1110,'10-Aug-21',2021,3656
1111,'10-Aug-21',2021,14443
1112,'11-Aug-21',2021,22620
1113,'12-Aug-21',2021,19590
1114,'13-Aug-21',2021,23981
1115,'14-Aug-21',2021,27121
1116,'15-Aug-21',2021,19281
1117,'27-Aug-21',2021,25376
1118,'28-Aug-21',2021,36176
1119,'30-Aug-21',2021,29436
1120,'31-Aug-21',2021,34813
1121,'1-Sep-21',2021,28753
1122,'3-Sep-21',2021,19074
1123,'4-Sep-21',2021,22697
1124,'5-Sep-21',2021,18492
1125,'6-Sep-21',2021,16241
1126,'17-Sep-21',2021,18918
1127,'18-Sep-21',2021,27150
1128,'19-Sep-21',2021,22456
1129,'20-Sep-21',2021,16070
1130,'21-Sep-21',2021,18332
1131,'22-Sep-21',2021,14863
1132,'23-Sep-21',2021,19829
1133,'24-Sep-21',2021,18551
1134,'25-Sep-21',2021,30221
1135,'26-Sep-21',2021,22057
1136,'1-Apr-21',2021,7062
1137,'2-Apr-21',2021,6115
1138,'3-Apr-21',2021,6179
1139,'5-Apr-21',2021,4605
1140,'6-Apr-21',2021,4982
1141,'7-Apr-21',2021,5244
1142,'16-Apr-21',2021,5734
1143,'17-Apr-21',2021,6014
1144,'18-Apr-21',2021,6129
1145,'20-Apr-21',2021,4540
1146,'21-Apr-21',2021,4028
1147,'4-May-21',2021,3898
1148,'5-May-21',2021,3573
1149,'6-May-21',2021,4049
1150,'7-May-21',2021,5507
1151,'8-May-21',2021,5764
1152,'9-May-21',2021,5105
1153,'21-May-21',2021,7282
1154,'22-May-21',2021,7513
1155,'23-May-21',2021,7945
1156,'24-May-21',2021,4527
1157,'25-May-21',2021,4864
1158,'26-May-21',2021,4760
1159,'27-May-21',2021,4932
1160,'8-Jun-21',2021,4863
1161,'9-Jun-21',2021,4563
1162,'10-Jun-21',2021,4965
1163,'11-Jun-21',2021,6595
1164,'12-Jun-21',2021,8158
1165,'13-Jun-21',2021,8448
1166,'22-Jun-21',2021,6291
1167,'23-Jun-21',2021,6164
1168,'24-Jun-21',2021,5255
1169,'25-Jun-21',2021,4749
1170,'26-Jun-21',2021,6305
1171,'27-Jun-21',2021,7349
1172,'5-Jul-21',2021,15290
1173,'6-Jul-21',2021,7993
1174,'7-Jul-21',2021,9523
1175,'8-Jul-21',2021,12031
1176,'9-Jul-21',2021,7446
1177,'10-Jul-21',2021,12178
1178,'11-Jul-21',2021,9456
1179,'22-Jul-21',2021,10977
1180,'23-Jul-21',2021,9264
1181,'24-Jul-21',2021,13207
1182,'25-Jul-21',2021,12765
1183,'30-Jul-21',2021,18462
1184,'31-Jul-21',2021,25767
1185,'1-Aug-21',2021,20758
1186,'2-Aug-21',2021,8771
1187,'3-Aug-21',2021,7682
1188,'4-Aug-21',2021,9760
1189,'5-Aug-21',2021,9745
1190,'13-Aug-21',2021,11728
1191,'14-Aug-21',2021,11225
1192,'15-Aug-21',2021,10262
1193,'16-Aug-21',2021,6442
1194,'17-Aug-21',2021,6079
1195,'18-Aug-21',2021,6871
1196,'24-Aug-21',2021,5394
1197,'25-Aug-21',2021,6237
1198,'26-Aug-21',2021,5447
1199,'27-Aug-21',2021,7119
1200,'28-Aug-21',2021,10407
1201,'29-Aug-21',2021,11019
1202,'3-Sep-21',2021,7073
1203,'4-Sep-21',2021,9256
1204,'5-Sep-21',2021,8082
1205,'7-Sep-21',2021,5848
1206,'8-Sep-21',2021,6378
1207,'9-Sep-21',2021,8075
1208,'17-Sep-21',2021,7884
1209,'18-Sep-21',2021,12300
1210,'19-Sep-21',2021,9870
1211,'20-Sep-21',2021,5383
1212,'21-Sep-21',2021,5926
1213,'22-Sep-21',2021,5908
1214,'1-Oct-21',2021,8469
1215,'2-Oct-21',2021,9655
1216,'3-Oct-21',2021,9149
1217,'1-Apr-21',2021,11740
1218,'3-Apr-21',2021,11383
1219,'4-Apr-21',2021,10666
1220,'12-Apr-21',2021,11209
1221,'13-Apr-21',2021,11025
1222,'14-Apr-21',2021,10598
1223,'16-Apr-21',2021,11967
1224,'17-Apr-21',2021,12038
1225,'18-Apr-21',2021,11772
1226,'26-Apr-21',2021,10749
1227,'27-Apr-21',2021,10620
1228,'28-Apr-21',2021,11564
1229,'29-Apr-21',2021,10621
1230,'30-Apr-21',2021,12044
1231,'1-May-21',2021,12139
1232,'2-May-21',2021,12130
1233,'11-May-21',2021,10595
1234,'12-May-21',2021,10226
1235,'13-May-21',2021,10554
1236,'14-May-21',2021,12130
1237,'15-May-21',2021,16344
1238,'16-May-21',2021,16044
1239,'24-May-21',2021,14524
1240,'25-May-21',2021,13566
1241,'26-May-21',2021,13478
1242,'27-May-21',2021,13572
1243,'31-May-21',2021,23917
1244,'1-Jun-21',2021,12058
1245,'3-Jun-21',2021,12392
1246,'4-Jun-21',2021,15261
1247,'5-Jun-21',2021,20073
1248,'6-Jun-21',2021,20117
1249,'11-Jun-21',2021,17678
1250,'12-Jun-21',2021,20126
1251,'13-Jun-21',2021,20545
1252,'14-Jun-21',2021,17127
1253,'15-Jun-21',2021,16584
1254,'16-Jun-21',2021,20088
1255,'25-Jun-21',2021,31140
1256,'26-Jun-21',2021,32573
1257,'27-Jun-21',2021,25016
1258,'28-Jun-21',2021,30251
1259,'29-Jun-21',2021,24423
1260,'30-Jun-21',2021,32193
1261,'8-Jul-21',2021,22948
1262,'9-Jul-21',2021,24844
1263,'10-Jul-21',2021,32034
1264,'11-Jul-21',2021,32135
1265,'20-Jul-21',2021,20140
1266,'21-Jul-21',2021,30063
1267,'23-Jul-21',2021,32714
1268,'24-Jul-21',2021,41686
1269,'25-Jul-21',2021,36887
1270,'2-Aug-21',2021,23563
1271,'3-Aug-21',2021,24902
1272,'4-Aug-21',2021,28003
1273,'6-Aug-21',2021,33250
1274,'7-Aug-21',2021,34155
1275,'8-Aug-21',2021,38597
1276,'20-Aug-21',2021,27998
1277,'21-Aug-21',2021,36938
1278,'22-Aug-21',2021,33507
1279,'24-Aug-21',2021,24819
1280,'25-Aug-21',2021,24715
1281,'26-Aug-21',2021,28656
1282,'3-Sep-21',2021,23987
1283,'4-Sep-21',2021,33439
1284,'5-Sep-21',2021,33845
1285,'6-Sep-21',2021,30192
1286,'7-Sep-21',2021,22955
1287,'8-Sep-21',2021,20654
1288,'17-Sep-21',2021,28483
1289,'18-Sep-21',2021,33625
1290,'19-Sep-21',2021,34213
1291,'20-Sep-21',2021,28291
1292,'21-Sep-21',2021,30475
1293,'22-Sep-21',2021,29635
1294,'23-Sep-21',2021,30804
1295,'24-Sep-21',2021,27452
1296,'25-Sep-21',2021,35388
1297,'26-Sep-21',2021,43430
1298,'8-Apr-21',2021,9675
1299,'10-Apr-21',2021,9817
1300,'11-Apr-21',2021,9792
1301,'13-Apr-21',2021,6724
1302,'14-Apr-21',2021,0
1303,'14-Apr-21',2021,7074
1304,'15-Apr-21',2021,7925
1305,'23-Apr-21',2021,9541
1306,'24-Apr-21',2021,9718
1307,'25-Apr-21',2021,9396
1308,'30-Apr-21',2021,9982
1309,'1-May-21',2021,9993
1310,'2-May-21',2021,9997
1311,'3-May-21',2021,8071
1312,'4-May-21',2021,8022
1313,'5-May-21',2021,7853
1314,'6-May-21',2021,8760
1315,'14-May-21',2021,9778
1316,'15-May-21',2021,12212
1317,'16-May-21',2021,10270
1318,'17-May-21',2021,8431
1319,'18-May-21',2021,9504
1320,'19-May-21',2021,8608
1321,'24-May-21',2021,8530
1322,'25-May-21',2021,9969
1323,'26-May-21',2021,10574
1324,'28-May-21',2021,14260
1325,'29-May-21',2021,18444
1326,'30-May-21',2021,17923
1327,'8-Jun-21',2021,17949
1328,'9-Jun-21',2021,17078
1329,'10-Jun-21',2021,17728
1330,'11-Jun-21',2021,17223
1331,'12-Jun-21',2021,18767
1332,'13-Jun-21',2021,19147
1333,'21-Jun-21',2021,17530
1334,'22-Jun-21',2021,19187
1335,'24-Jun-21',2021,18812
1336,'25-Jun-21',2021,16892
1337,'27-Jun-21',2021,20215
1338,'5-Jul-21',2021,20321
1339,'6-Jul-21',2021,18437
1340,'7-Jul-21',2021,19664
1341,'8-Jul-21',2021,18192
1342,'9-Jul-21',2021,21725
1343,'10-Jul-21',2021,21030
1344,'11-Jul-21',2021,20744
1345,'22-Jul-21',2021,23337
1346,'23-Jul-21',2021,21384
1347,'24-Jul-21',2021,22240
1348,'25-Jul-21',2021,23158
1349,'26-Jul-21',2021,17713
1350,'27-Jul-21',2021,17643
1351,'28-Jul-21',2021,17817
1352,'9-Aug-21',2021,17858
1353,'10-Aug-21',2021,18302
1354,'11-Aug-21',2021,22370
1355,'13-Aug-21',2021,23125
1356,'14-Aug-21',2021,21034
1357,'15-Aug-21',2021,22467
1358,'16-Aug-21',2021,15622
1359,'17-Aug-21',2021,19605
1360,'18-Aug-21',2021,19949
1361,'27-Aug-21',2021,20280
1362,'28-Aug-21',2021,29342
1363,'29-Aug-21',2021,26186
1364,'31-Aug-21',2021,22224
1365,'1-Sep-21',2021,21784
1366,'10-Sep-21',2021,20803
1367,'11-Sep-21',2021,19532
1368,'12-Sep-21',2021,19496
1369,'14-Sep-21',2021,15319
1370,'14-Sep-21',2021,18905
1371,'15-Sep-21',2021,14222
1372,'23-Sep-21',2021,15509
1373,'24-Sep-21',2021,18861
1374,'25-Sep-21',2021,27183
1375,'26-Sep-21',2021,20676
1376,'28-Sep-21',2021,16329
1377,'29-Sep-21',2021,17254
1378,'30-Sep-21',2021,21186
1379,'8-Apr-21',2021,8492
1380,'10-Apr-21',2021,8419
1381,'11-Apr-21',2021,8199
1382,'13-Apr-21',2021,0
1383,'13-Apr-21',2021,7611
1384,'14-Apr-21',2021,7520
1385,'23-Apr-21',2021,8130
1386,'24-Apr-21',2021,8051
1387,'25-Apr-21',2021,7784
1388,'27-Apr-21',2021,7917
1389,'28-Apr-21',2021,8051
1390,'7-May-21',2021,7662
1391,'8-May-21',2021,7908
1392,'9-May-21',2021,7880
1393,'11-May-21',2021,7930
1394,'12-May-21',2021,8035
1395,'24-May-21',2021,8438
1396,'25-May-21',2021,9190
1397,'27-May-21',2021,0
1398,'27-May-21',2021,9569
1399,'29-May-21',2021,10251
1400,'11-Jun-21',2021,26637
1401,'12-Jun-21',2021,25463
1402,'13-Jun-21',2021,19581
1403,'14-Jun-21',2021,16383
1404,'15-Jun-21',2021,17804
1405,'16-Jun-21',2021,23545
1406,'17-Jun-21',2021,16826
1407,'21-Jun-21',2021,0
1408,'21-Jun-21',2021,18698
1409,'22-Jun-21',2021,17063
1410,'23-Jun-21',2021,15645
1411,'25-Jun-21',2021,0
1412,'25-Jun-21',2021,29012
1413,'26-Jun-21',2021,29205
1414,'27-Jun-21',2021,25488
1415,'5-Jul-21',2021,15145
1416,'7-Jul-21',2021,20953
1417,'7-Jul-21',2021,13218
1418,'9-Jul-21',2021,20350
1419,'10-Jul-21',2021,0
1420,'10-Jul-21',2021,31924
1421,'11-Jul-21',2021,26420
1422,'23-Jul-21',2021,28126
1423,'24-Jul-21',2021,29269
1424,'25-Jul-21',2021,23675
1425,'26-Jul-21',2021,0
1426,'26-Jul-21',2021,24384
1427,'27-Jul-21',2021,24000
1428,'28-Jul-21',2021,25787
1429,'29-Jul-21',2021,26080
1430,'30-Jul-21',2021,31787
1431,'31-Jul-21',2021,26477
1432,'1-Aug-21',2021,23443
1433,'10-Aug-21',2021,27261
1434,'12-Aug-21',2021,0
1435,'12-Aug-21',2021,25870
1436,'13-Aug-21',2021,38395
1437,'14-Aug-21',2021,38669
1438,'15-Aug-21',2021,31205
1439,'24-Aug-21',2021,28558
1440,'25-Aug-21',2021,24384
1441,'26-Aug-21',2021,25000
1442,'27-Aug-21',2021,20274
1443,'28-Aug-21',2021,27870
1444,'29-Aug-21',2021,24247
1445,'31-Aug-21',2021,18101
1446,'2-Sep-21',2021,23737
1447,'10-Sep-21',2021,37288
1448,'11-Sep-21',2021,43144
1449,'12-Sep-21',2021,33805
1450,'13-Sep-21',2021,19057
1451,'14-Sep-21',2021,21825
1452,'15-Sep-21',2021,21001
1453,'17-Sep-21',2021,26967
1454,'18-Sep-21',2021,33442
1455,'19-Sep-21',2021,24832
1456,'28-Sep-21',2021,0
1457,'28-Sep-21',2021,20647
1458,'29-Sep-21',2021,22610
1459,'30-Sep-21',2021,24312
1460,'1-Apr-21',2021,10850
1461,'3-Apr-21',2021,10107
1462,'4-Apr-21',2021,10066
1463,'5-Apr-21',2021,9008
1464,'6-Apr-21',2021,9404
1465,'7-Apr-21',2021,10254
1466,'16-Apr-21',2021,10202
1467,'17-Apr-21',2021,10583
1468,'18-Apr-21',2021,10606
1469,'20-Apr-21',2021,10017
1470,'21-Apr-21',2021,9634
1471,'30-Apr-21',2021,9523
1472,'1-May-21',2021,10015
1473,'2-May-21',2021,10021
1474,'4-May-21',2021,10850
1475,'5-May-21',2021,9895
1476,'6-May-21',2021,10042
1477,'7-May-21',2021,10010
1478,'8-May-21',2021,10850
1479,'9-May-21',2021,10092
1480,'21-May-21',2021,14011
1481,'22-May-21',2021,14665
1482,'23-May-21',2021,14007
1483,'25-May-21',2021,12025
1484,'27-May-21',2021,0
1485,'27-May-21',2021,14056
1486,'31-May-21',2021,17008
1487,'1-Jun-21',2021,12537
1488,'2-Jun-21',2021,13824
1489,'3-Jun-21',2021,12614
1490,'4-Jun-21',2021,18040
1491,'5-Jun-21',2021,20019
1492,'6-Jun-21',2021,19103
1493,'18-Jun-21',2021,24037
1494,'19-Jun-21',2021,23985
1495,'20-Jun-21',2021,27807
1496,'22-Jun-21',2021,21130
1497,'23-Jun-21',2021,25032
1498,'24-Jun-21',2021,21350
1499,'28-Jun-21',2021,25054
1500,'29-Jun-21',2021,23152
1501,'30-Jun-21',2021,30714
1502,'3-Jul-21',2021,40047
1503,'4-Jul-21',2021,42714
1504,'4-Jul-21',2021,42107
1505,'16-Jul-21',2021,40130
1506,'17-Jul-21',2021,37095
1507,'18-Jul-21',2021,40309
1508,'20-Jul-21',2021,36106
1509,'21-Jul-21',2021,34112
1510,'2-Aug-21',2021,28879
1511,'3-Aug-21',2021,30815
1512,'4-Aug-21',2021,30055
1513,'5-Aug-21',2021,33211
1514,'6-Aug-21',2021,43180
1515,'7-Aug-21',2021,35165
1516,'8-Aug-21',2021,35437
1517,'16-Aug-21',2021,37010
1518,'17-Aug-21',2021,39078
1519,'17-Aug-21',2021,35237
1520,'18-Aug-21',2021,39166
1521,'19-Aug-21',2021,30019
1522,'20-Aug-21',2021,39124
1523,'21-Aug-21',2021,35247
1524,'3-Sep-21',2021,34085
1525,'4-Sep-21',2021,34571
1526,'5-Sep-21',2021,33091
1527,'6-Sep-21',2021,31196
1528,'7-Sep-21',2021,30164
1529,'8-Sep-21',2021,25873
1530,'9-Sep-21',2021,30112
1531,'13-Sep-21',2021,31528
1532,'17-Sep-21',2021,31403
1533,'18-Sep-21',2021,39088
1534,'19-Sep-21',2021,34110
1535,'20-Sep-21',2021,22160
1536,'21-Sep-21',2021,23335
1537,'22-Sep-21',2021,25170
1538,'1-Oct-21',2021,41469
1539,'2-Oct-21',2021,41648
1540,'3-Oct-21',2021,40409
1541,'1-Apr-21',2021,10436
1542,'2-Apr-21',2021,5446
1543,'3-Apr-21',2021,5803
1544,'4-Apr-21',2021,4504
1545,'5-Apr-21',2021,6653
1546,'6-Apr-21',2021,7672
1547,'7-Apr-21',2021,8131
1548,'15-Apr-21',2021,3004
1549,'16-Apr-21',2021,4538
1550,'17-Apr-21',2021,6931
1551,'18-Apr-21',2021,6917
1552,'20-Apr-21',2021,0
1553,'20-Apr-21',2021,3322
1554,'21-Apr-21',2021,3405
1555,'30-Apr-21',2021,5777
1556,'1-May-21',2021,6469
1557,'2-May-21',2021,5862
1558,'3-May-21',2021,2944
1559,'4-May-21',2021,2970
1560,'5-May-21',2021,2893
1561,'6-May-21',2021,3611
1562,'7-May-21',2021,5058
1563,'8-May-21',2021,7707
1564,'9-May-21',2021,6911
1565,'18-May-21',2021,4838
1566,'19-May-21',2021,3925
1567,'20-May-21',2021,4562
1568,'24-May-21',2021,3019
1569,'25-May-21',2021,2865
1570,'26-May-21',2021,3571
1571,'27-May-21',2021,5487
1572,'28-May-21',2021,8757
1573,'29-May-21',2021,9433
1574,'30-May-21',2021,10029
1575,'8-Jun-21',2021,3695
1576,'9-Jun-21',2021,4090
1577,'10-Jun-21',2021,3211
1578,'11-Jun-21',2021,6964
1579,'12-Jun-21',2021,7678
1580,'13-Jun-21',2021,7060
1581,'14-Jun-21',2021,4102
1582,'15-Jun-21',2021,4942
1583,'16-Jun-21',2021,6228
1584,'29-Jun-21',2021,4739
1585,'30-Jun-21',2021,4320
1586,'1-Jul-21',2021,5182
1587,'2-Jul-21',2021,32304
1588,'3-Jul-21',2021,16297
1589,'4-Jul-21',2021,13070
1590,'16-Jul-21',2021,12361
1591,'17-Jul-21',2021,11374
1592,'18-Jul-21',2021,8572
1593,'19-Jul-21',2021,14856
1594,'20-Jul-21',2021,9154
1595,'3-Aug-21',2021,11985
1596,'4-Aug-21',2021,10648
1597,'6-Aug-21',2021,9022
1598,'7-Aug-21',2021,10082
1599,'8-Aug-21',2021,9548
1600,'20-Aug-21',2021,40133
1601,'21-Aug-21',2021,36230
1602,'22-Aug-21',2021,30345
1603,'23-Aug-21',2021,4140
1604,'24-Aug-21',2021,4508
1605,'26-Aug-21',2021,8147
1606,'27-Aug-21',2021,22463
1607,'28-Aug-21',2021,18337
1608,'29-Aug-21',2021,18468
1609,'7-Sep-21',2021,4556
1610,'8-Sep-21',2021,8147
1611,'9-Sep-21',2021,5078
1612,'10-Sep-21',2021,7157
1613,'11-Sep-21',2021,7945
1614,'12-Sep-21',2021,6983
1615,'20-Sep-21',2021,4068
1616,'21-Sep-21',2021,4246
1617,'22-Sep-21',2021,4149
1618,'23-Sep-21',2021,4966
1619,'24-Sep-21',2021,21105
1620,'25-Sep-21',2021,13037
1621,'26-Sep-21',2021,12288
1622,'7-Apr-21',2021,44365
1623,'8-Apr-21',2021,44526
1624,'9-Apr-21',2021,39129
1625,'10-Apr-21',2021,28642
1626,'11-Apr-21',2021,43444
1627,'12-Apr-21',2021,29584
1628,'20-Apr-21',2021,35062
1629,'21-Apr-21',2021,43261
1630,'22-Apr-21',2021,41939
1631,'23-Apr-21',2021,44618
1632,'25-Apr-21',2021,42323
1633,'26-Apr-21',2021,32641
1634,'27-Apr-21',2021,31543
1635,'5-May-21',2021,43322
1636,'6-May-21',2021,43832
1637,'7-May-21',2021,44669
1638,'9-May-21',2021,44544
1639,'10-May-21',2021,31758
